asset_id,asset_type,asset_category
asset_5085,PC,IT
asset_5086,Laptop,IT
asset_5087,MRI Scanner,Medical
asset_5088,PC,IT
asset_5089,Server,IT
asset_5090,Server,IT
asset_5091,Server,IT
asset_5092,Laptop,IT
asset_5093,ECG,Medical
asset_5094,Infusion Pump,Medical
asset_5095,Laptop,IT
asset_5096,Server,IT
asset_5097,Server,IT
asset_5098,Server,IT
asset_5099,PC,IT
asset_5100,MRI Scanner,Medical
asset_5101,ECG,Medical
asset_5102,PC,IT
asset_5103,Server,IT
asset_5104,Server,IT
asset_5105,Laptop,IT
asset_5106,Laptop,IT
asset_5107,Server,IT
asset_5108,Infusion Pump,Medical
asset_5109,PC,IT
asset_5110,ECG,Medical
asset_5111,Server,IT
asset_5112,PC,IT
asset_5113,PC,IT
asset_5114,Laptop,IT
asset_5115,Server,IT
asset_5116,ECG,Medical
asset_5117,Server,IT
asset_5118,Laptop,IT
asset_5119,Laptop,IT
asset_5120,Laptop,IT
asset_5121,MRI Scanner,Medical
asset_5122,Server,IT
asset_5123,Laptop,IT
asset_5124,ECG,Medical
asset_5125,ECG,Medical
asset_5126,Server,IT
asset_5127,Server,IT
asset_5128,PC,IT
asset_5129,Laptop,IT
asset_5130,MRI Scanner,Medical
asset_5131,PC,IT
asset_5132,Server,IT
asset_5133,Infusion Pump,Medical
asset_5134,Laptop,IT
asset_5135,Server,IT
asset_5136,PC,IT
asset_5137,PC,IT
asset_5138,PC,IT
asset_5139,ECG,Medical
asset_5140,PC,IT
asset_5141,MRI Scanner,Medical
asset_5142,PC,IT
asset_5143,Laptop,IT
asset_5144,Laptop,IT
asset_5145,Laptop,IT
asset_5146,Laptop,IT
asset_5147,Laptop,IT
asset_5148,PC,IT
asset_5149,Laptop,IT
asset_5150,MRI Scanner,Medical
asset_5151,PC,IT
asset_5152,PC,IT
asset_5153,Server,IT
asset_5154,Server,IT
asset_5155,Infusion Pump,Medical
asset_5156,PC,IT
asset_5157,Server,IT
asset_5158,Laptop,IT
asset_5159,PC,IT
asset_5160,Laptop,IT
asset_5161,Laptop,IT
asset_5162,ECG,Medical
asset_5163,Laptop,IT
asset_5164,Laptop,IT
asset_5165,ECG,Medical
asset_5166,Laptop,IT
asset_5167,Server,IT
asset_5168,Laptop,IT
asset_5169,Laptop,IT
asset_5170,Infusion Pump,Medical
asset_5171,MRI Scanner,Medical
asset_5172,Laptop,IT
asset_5173,Server,IT
asset_5174,ECG,Medical
asset_5175,PC,IT
asset_5176,Laptop,IT
asset_5177,Infusion Pump,Medical
asset_5178,Laptop,IT
asset_5179,PC,IT
asset_5180,Server,IT
asset_5181,ECG,Medical
asset_5182,PC,IT
asset_5183,PC,IT
asset_5184,PC,IT
asset_5185,PC,IT
asset_5186,Laptop,IT
asset_5187,PC,IT
asset_5188,Server,IT
asset_5189,PC,IT
asset_5190,PC,IT
asset_5191,Server,IT
asset_5192,MRI Scanner,Medical
asset_5193,Laptop,IT
asset_5194,Server,IT
asset_5195,MRI Scanner,Medical
asset_5196,Infusion Pump,Medical
asset_5197,MRI Scanner,Medical
asset_5198,Server,IT
asset_5199,Server,IT
asset_5200,Infusion Pump,Medical
asset_5201,Infusion Pump,Medical
asset_5202,Server,IT
asset_5203,Infusion Pump,Medical
asset_5204,ECG,Medical
asset_5205,PC,IT
asset_5206,Infusion Pump,Medical
asset_5207,Server,IT
asset_5208,ECG,Medical
asset_5209,Server,IT
asset_5210,ECG,Medical
asset_5211,ECG,Medical
asset_5212,ECG,Medical
asset_5213,ECG,Medical
asset_5214,Server,IT
asset_5215,MRI Scanner,Medical
asset_5216,Infusion Pump,Medical
asset_5217,Laptop,IT
asset_5218,Server,IT
asset_5219,Laptop,IT
asset_5220,Server,IT
asset_5221,Laptop,IT
asset_5222,Server,IT
asset_5223,ECG,Medical
asset_5224,PC,IT
asset_5225,Laptop,IT
asset_5226,Server,IT
asset_5227,Laptop,IT
asset_5228,Laptop,IT
asset_5229,ECG,Medical
asset_5230,Server,IT
asset_5231,PC,IT
asset_5232,Laptop,IT
asset_5233,MRI Scanner,Medical
asset_5234,Server,IT
asset_5235,Infusion Pump,Medical
asset_5236,Server,IT
asset_5237,MRI Scanner,Medical
asset_5238,Server,IT
asset_5239,Infusion Pump,Medical
asset_5240,Laptop,IT
asset_5241,MRI Scanner,Medical
asset_5242,ECG,Medical
asset_5243,PC,IT
asset_5244,Laptop,IT
asset_5245,PC,IT
asset_5246,Laptop,IT
asset_5247,MRI Scanner,Medical
asset_5248,Laptop,IT
asset_5249,Laptop,IT
asset_5250,Infusion Pump,Medical
asset_5251,ECG,Medical
asset_5252,Server,IT
asset_5253,MRI Scanner,Medical
asset_5254,MRI Scanner,Medical
asset_5255,Laptop,IT
asset_5256,ECG,Medical
asset_5257,PC,IT
asset_5258,PC,IT
asset_5259,Laptop,IT
asset_5260,Server,IT
asset_5261,Server,IT
asset_5262,PC,IT
asset_5263,ECG,Medical
asset_5264,Laptop,IT
asset_5265,Laptop,IT
asset_5266,Laptop,IT
asset_5267,Infusion Pump,Medical
asset_5268,ECG,Medical
asset_5269,PC,IT
asset_5270,Server,IT
asset_5271,Laptop,IT
asset_5272,Laptop,IT
asset_5273,ECG,Medical
asset_5274,PC,IT
asset_5275,Laptop,IT
asset_5276,PC,IT
asset_5277,Laptop,IT
asset_5278,Laptop,IT
asset_5279,PC,IT
asset_5280,Laptop,IT
asset_5281,Laptop,IT
asset_5282,MRI Scanner,Medical
asset_5283,PC,IT
asset_5284,PC,IT
asset_5285,MRI Scanner,Medical
asset_5286,Laptop,IT
asset_5287,PC,IT
asset_5288,Server,IT
asset_5289,PC,IT
asset_5290,Laptop,IT
asset_5291,Laptop,IT
asset_5292,Infusion Pump,Medical
asset_5293,MRI Scanner,Medical
asset_5294,PC,IT
asset_5295,Infusion Pump,Medical
asset_5296,Laptop,IT
asset_5297,PC,IT
asset_5298,Server,IT
asset_5299,Infusion Pump,Medical
asset_5300,Laptop,IT
asset_5301,Server,IT
asset_5302,Laptop,IT
asset_5303,PC,IT
asset_5304,Laptop,IT
asset_5305,Server,IT
asset_5306,PC,IT
asset_5307,ECG,Medical
asset_5308,Laptop,IT
asset_5309,Laptop,IT
asset_5310,Laptop,IT
asset_5311,Laptop,IT
asset_5312,PC,IT
asset_5313,MRI Scanner,Medical
asset_5314,PC,IT
asset_5315,Laptop,IT
asset_5316,Server,IT
asset_5317,Server,IT
asset_5318,Server,IT
asset_5319,Server,IT
asset_5320,Laptop,IT
asset_5321,Server,IT
asset_5322,Laptop,IT
asset_5323,Laptop,IT
asset_5324,MRI Scanner,Medical
asset_5325,Server,IT
asset_5326,Laptop,IT
asset_5327,Server,IT
asset_5328,Infusion Pump,Medical
asset_5329,PC,IT
asset_5330,Laptop,IT
asset_5331,ECG,Medical
asset_5332,PC,IT
asset_5333,Server,IT
asset_5334,Server,IT
asset_5335,Infusion Pump,Medical
asset_5336,PC,IT
asset_5337,PC,IT
asset_5338,ECG,Medical
asset_5339,Infusion Pump,Medical
asset_5340,PC,IT
asset_5341,MRI Scanner,Medical
asset_5342,Laptop,IT
asset_5343,PC,IT
asset_5344,MRI Scanner,Medical
asset_5345,MRI Scanner,Medical
asset_5346,PC,IT
asset_5347,Server,IT
asset_5348,Laptop,IT
asset_5349,Laptop,IT
asset_5350,Laptop,IT
asset_5351,ECG,Medical
asset_5352,Infusion Pump,Medical
asset_5353,Laptop,IT
asset_5354,Infusion Pump,Medical
asset_5355,PC,IT
asset_5356,PC,IT
asset_5357,ECG,Medical
asset_5358,Laptop,IT
asset_5359,PC,IT
asset_5360,ECG,Medical
asset_5361,Server,IT
asset_5362,Laptop,IT
asset_5363,ECG,Medical
asset_5364,Server,IT
asset_5365,PC,IT
asset_5366,Laptop,IT
asset_5367,Laptop,IT
asset_5368,Server,IT
asset_5369,MRI Scanner,Medical
asset_5370,Laptop,IT
asset_5371,Laptop,IT
asset_5372,Laptop,IT
asset_5373,Laptop,IT
asset_5374,PC,IT
asset_5375,Infusion Pump,Medical
asset_5376,Server,IT
asset_5377,Server,IT
asset_5378,PC,IT
asset_5379,PC,IT
asset_5380,Laptop,IT
asset_5381,Laptop,IT
asset_5382,PC,IT
asset_5383,ECG,Medical
asset_5384,ECG,Medical
asset_5385,PC,IT
asset_5386,Laptop,IT
asset_5387,ECG,Medical
asset_5388,Laptop,IT
asset_5389,Laptop,IT
asset_5390,ECG,Medical
asset_5391,Infusion Pump,Medical
asset_5392,Server,IT
asset_5393,Laptop,IT
asset_5394,Laptop,IT
asset_5395,PC,IT
asset_5396,Laptop,IT
asset_5397,Server,IT
asset_5398,PC,IT
asset_5399,PC,IT
asset_5400,Server,IT
asset_5401,PC,IT
asset_5402,Server,IT
asset_5403,Server,IT
asset_5404,Server,IT
asset_5405,MRI Scanner,Medical
asset_5406,PC,IT
asset_5407,PC,IT
asset_5408,Server,IT
asset_5409,MRI Scanner,Medical
asset_5410,Infusion Pump,Medical
asset_5411,Server,IT
asset_5412,PC,IT
asset_5413,MRI Scanner,Medical
asset_5414,PC,IT
asset_5415,Laptop,IT
asset_5416,PC,IT
asset_5417,PC,IT
asset_5418,PC,IT
asset_5419,Server,IT
asset_5420,PC,IT
asset_5421,PC,IT
asset_5422,PC,IT
asset_5423,PC,IT
asset_5424,Infusion Pump,Medical
asset_5425,Infusion Pump,Medical
asset_5426,PC,IT
asset_5427,Server,IT
asset_5428,Server,IT
asset_5429,Laptop,IT
asset_5430,Laptop,IT
asset_5431,MRI Scanner,Medical
asset_5432,MRI Scanner,Medical
asset_5433,Laptop,IT
asset_5434,Laptop,IT
asset_5435,Server,IT
asset_5436,MRI Scanner,Medical
asset_5437,PC,IT
asset_5438,Server,IT
asset_5439,PC,IT
asset_5440,MRI Scanner,Medical
asset_5441,Server,IT
asset_5442,Server,IT
asset_5443,Server,IT
asset_5444,PC,IT
asset_5445,ECG,Medical
asset_5446,PC,IT
asset_5447,PC,IT
asset_5448,Laptop,IT
asset_5449,PC,IT
asset_5450,MRI Scanner,Medical
asset_5451,ECG,Medical
asset_5452,Laptop,IT
asset_5453,PC,IT
asset_5454,Infusion Pump,Medical
asset_5455,Laptop,IT
asset_5456,Laptop,IT
asset_5457,Server,IT
asset_5458,PC,IT
asset_5459,Laptop,IT
asset_5460,Infusion Pump,Medical
asset_5461,Server,IT
asset_5462,Laptop,IT
asset_5463,Laptop,IT
asset_5464,Server,IT
asset_5465,Laptop,IT
asset_5466,ECG,Medical
asset_5467,Server,IT
asset_5468,Laptop,IT
asset_5469,Laptop,IT
asset_5470,PC,IT
asset_5471,MRI Scanner,Medical
asset_5472,PC,IT
asset_5473,PC,IT
asset_5474,PC,IT
asset_5475,PC,IT
asset_5476,PC,IT
asset_5477,MRI Scanner,Medical
asset_5478,Laptop,IT
asset_5479,Server,IT
asset_5480,Server,IT
asset_5481,Server,IT
asset_5482,PC,IT
asset_5483,Server,IT
asset_5484,MRI Scanner,Medical
asset_5485,Laptop,IT
asset_5486,Server,IT
asset_5487,Server,IT
asset_5488,PC,IT
asset_5489,MRI Scanner,Medical
asset_5490,PC,IT
asset_5491,Laptop,IT
asset_5492,MRI Scanner,Medical
asset_5493,Server,IT
asset_5494,Laptop,IT
asset_5495,Laptop,IT
asset_5496,Laptop,IT
asset_5497,Laptop,IT
asset_5498,Server,IT
asset_5499,Server,IT
asset_5500,PC,IT
asset_5501,Laptop,IT
asset_5502,Server,IT
asset_5503,Server,IT
asset_5504,Infusion Pump,Medical
asset_5505,PC,IT
asset_5506,PC,IT
asset_5507,PC,IT
asset_5508,Server,IT
asset_5509,MRI Scanner,Medical
asset_5510,Laptop,IT
asset_5511,Laptop,IT
asset_5512,MRI Scanner,Medical
asset_5513,PC,IT
asset_5514,MRI Scanner,Medical
asset_5515,Laptop,IT
asset_5516,PC,IT
asset_5517,Infusion Pump,Medical
asset_5518,Infusion Pump,Medical
asset_5519,Laptop,IT
asset_5520,Infusion Pump,Medical
asset_5521,Server,IT
asset_5522,Laptop,IT
asset_5523,PC,IT
asset_5524,Server,IT
asset_5525,PC,IT
asset_5526,Server,IT
asset_5527,Server,IT
asset_5528,Laptop,IT
asset_5529,MRI Scanner,Medical
asset_5530,Laptop,IT
asset_5531,Infusion Pump,Medical
asset_5532,PC,IT
asset_5533,Infusion Pump,Medical
asset_5534,Laptop,IT
asset_5535,Server,IT
asset_5536,Laptop,IT
asset_5537,PC,IT
asset_5538,ECG,Medical
asset_5539,Laptop,IT
asset_5540,PC,IT
asset_5541,PC,IT
asset_5542,Infusion Pump,Medical
asset_5543,Laptop,IT
asset_5544,Server,IT
asset_5545,MRI Scanner,Medical
asset_5546,PC,IT
asset_5547,Server,IT
asset_5548,PC,IT
asset_5549,ECG,Medical
asset_5550,Laptop,IT
asset_5551,Laptop,IT
asset_5552,Laptop,IT
asset_5553,Server,IT
asset_5554,Laptop,IT
asset_5555,PC,IT
asset_5556,Laptop,IT
asset_5557,Server,IT
asset_5558,MRI Scanner,Medical
asset_5559,PC,IT
asset_5560,PC,IT
asset_5561,Server,IT
asset_5562,Laptop,IT
asset_5563,Server,IT
asset_5564,Server,IT
asset_5565,PC,IT
asset_5566,Laptop,IT
asset_5567,Laptop,IT
asset_5568,Infusion Pump,Medical
asset_5569,ECG,Medical
asset_5570,ECG,Medical
asset_5571,Laptop,IT
asset_5572,PC,IT
asset_5573,PC,IT
asset_5574,MRI Scanner,Medical
asset_5575,Laptop,IT
asset_5576,Laptop,IT
asset_5577,PC,IT
asset_5578,Laptop,IT
asset_5579,PC,IT
asset_5580,PC,IT
asset_5581,ECG,Medical
asset_5582,Laptop,IT
asset_5583,Infusion Pump,Medical
asset_5584,ECG,Medical
asset_5585,Laptop,IT
asset_5586,ECG,Medical
asset_5587,PC,IT
asset_5588,PC,IT
asset_5589,PC,IT
asset_5590,Server,IT
asset_5591,Laptop,IT
asset_5592,Laptop,IT
asset_5593,Laptop,IT
asset_5594,Server,IT
asset_5595,ECG,Medical
asset_5596,Infusion Pump,Medical
asset_5597,PC,IT
asset_5598,Laptop,IT
asset_5599,PC,IT
asset_5600,Server,IT
asset_5601,Server,IT
asset_5602,Infusion Pump,Medical
asset_5603,Laptop,IT
asset_5604,ECG,Medical
asset_5605,Server,IT
asset_5606,Server,IT
asset_5607,MRI Scanner,Medical
asset_5608,PC,IT
asset_5609,Server,IT
asset_5610,Laptop,IT
asset_5611,Laptop,IT
asset_5612,PC,IT
asset_5613,MRI Scanner,Medical
asset_5614,PC,IT
asset_5615,Server,IT
asset_5616,Laptop,IT
asset_5617,ECG,Medical
asset_5618,PC,IT
asset_5619,PC,IT
asset_5620,Laptop,IT
asset_5621,PC,IT
asset_5622,ECG,Medical
asset_5623,MRI Scanner,Medical
asset_5624,Server,IT
asset_5625,PC,IT
asset_5626,PC,IT
asset_5627,Laptop,IT
asset_5628,Server,IT
asset_5629,Laptop,IT
asset_5630,Infusion Pump,Medical
asset_5631,Laptop,IT
asset_5632,PC,IT
asset_5633,ECG,Medical
asset_5634,ECG,Medical
asset_5635,Server,IT
asset_5636,PC,IT
asset_5637,Server,IT
asset_5638,MRI Scanner,Medical
asset_5639,Server,IT
asset_5640,Server,IT
asset_5641,MRI Scanner,Medical
asset_5642,Server,IT
asset_5643,PC,IT
asset_5644,ECG,Medical
asset_5645,PC,IT
asset_5646,Infusion Pump,Medical
asset_5647,Server,IT
asset_5648,Laptop,IT
asset_5649,Laptop,IT
asset_5650,PC,IT
asset_5651,MRI Scanner,Medical
asset_5652,Server,IT
asset_5653,Infusion Pump,Medical
asset_5654,Server,IT
asset_5655,PC,IT
asset_5656,Server,IT
asset_5657,Laptop,IT
asset_5658,ECG,Medical
asset_5659,Laptop,IT
asset_5660,Infusion Pump,Medical
asset_5661,Server,IT
asset_5662,Laptop,IT
asset_5663,PC,IT
asset_5664,Infusion Pump,Medical
asset_5665,Server,IT
asset_5666,Server,IT
asset_5667,PC,IT
asset_5668,Server,IT
asset_5669,PC,IT
asset_5670,Laptop,IT
asset_5671,MRI Scanner,Medical
asset_5672,PC,IT
asset_5673,Server,IT
asset_5674,Laptop,IT
asset_5675,Infusion Pump,Medical
asset_5676,Server,IT
asset_5677,PC,IT
asset_5678,Laptop,IT
asset_5679,PC,IT
asset_5680,Infusion Pump,Medical
asset_5681,Laptop,IT
asset_5682,Laptop,IT
asset_5683,Server,IT
asset_5684,ECG,Medical
asset_5685,PC,IT
asset_5686,Server,IT
asset_5687,Infusion Pump,Medical
asset_5688,PC,IT
asset_5689,Server,IT
asset_5690,Laptop,IT
asset_5691,Laptop,IT
asset_5692,Server,IT
asset_5693,Infusion Pump,Medical
asset_5694,PC,IT
asset_5695,PC,IT
asset_5696,Server,IT
asset_5697,Laptop,IT
asset_5698,Server,IT
asset_5699,ECG,Medical
asset_5700,MRI Scanner,Medical
asset_5701,Laptop,IT
asset_5702,PC,IT
asset_5703,Server,IT
asset_5704,Server,IT
asset_5705,PC,IT
asset_5706,PC,IT
asset_5707,ECG,Medical
asset_5708,MRI Scanner,Medical
asset_5709,Infusion Pump,Medical
asset_5710,Laptop,IT
asset_5711,PC,IT
asset_5712,ECG,Medical
asset_5713,Laptop,IT
asset_5714,ECG,Medical
asset_5715,Server,IT
asset_5716,PC,IT
asset_5717,PC,IT
asset_5718,ECG,Medical
asset_5719,Infusion Pump,Medical
asset_5720,Laptop,IT
asset_5721,Infusion Pump,Medical
asset_5722,PC,IT
asset_5723,Infusion Pump,Medical
asset_5724,PC,IT
asset_5725,Server,IT
asset_5726,Infusion Pump,Medical
asset_5727,PC,IT
asset_5728,PC,IT
asset_5729,Server,IT
asset_5730,PC,IT
asset_5731,PC,IT
asset_5732,Infusion Pump,Medical
asset_5733,Server,IT
asset_5734,Infusion Pump,Medical
asset_5735,Laptop,IT
asset_5736,Server,IT
asset_5737,ECG,Medical
asset_5738,Server,IT
asset_5739,MRI Scanner,Medical
asset_5740,PC,IT
asset_5741,MRI Scanner,Medical
asset_5742,MRI Scanner,Medical
asset_5743,Server,IT
asset_5744,Infusion Pump,Medical
asset_5745,PC,IT
asset_5746,PC,IT
asset_5747,MRI Scanner,Medical
asset_5748,ECG,Medical
asset_5749,ECG,Medical
asset_5750,Laptop,IT
asset_5751,ECG,Medical
asset_5752,MRI Scanner,Medical
asset_5753,MRI Scanner,Medical
asset_5754,MRI Scanner,Medical
asset_5755,PC,IT
asset_5756,Laptop,IT
asset_5757,Server,IT
asset_5758,PC,IT
asset_5759,Infusion Pump,Medical
asset_5760,Laptop,IT
asset_5761,Laptop,IT
asset_5762,Server,IT
asset_5763,PC,IT
asset_5764,PC,IT
asset_5765,Laptop,IT
asset_5766,Laptop,IT
asset_5767,Laptop,IT
asset_5768,Server,IT
asset_5769,ECG,Medical
asset_5770,Laptop,IT
asset_5771,ECG,Medical
asset_5772,ECG,Medical
asset_5773,Laptop,IT
asset_5774,Laptop,IT
asset_5775,Server,IT
asset_5776,Laptop,IT
asset_5777,Server,IT
asset_5778,Laptop,IT
asset_5779,Laptop,IT
asset_5780,Laptop,IT
asset_5781,Infusion Pump,Medical
asset_5782,Server,IT
asset_5783,PC,IT
asset_5784,Laptop,IT
asset_5785,PC,IT
asset_5786,Server,IT
asset_5787,PC,IT
asset_5788,MRI Scanner,Medical
asset_5789,Server,IT
asset_5790,PC,IT
asset_5791,PC,IT
asset_5792,Laptop,IT
asset_5793,PC,IT
asset_5794,PC,IT
asset_5795,Laptop,IT
asset_5796,PC,IT
asset_5797,Infusion Pump,Medical
asset_5798,Server,IT
asset_5799,PC,IT
asset_5800,Laptop,IT
asset_5801,Laptop,IT
asset_5802,Server,IT
asset_5803,Laptop,IT
asset_5804,MRI Scanner,Medical
asset_5805,PC,IT
asset_5806,MRI Scanner,Medical
asset_5807,Server,IT
asset_5808,PC,IT
asset_5809,Infusion Pump,Medical
asset_5810,PC,IT
asset_5811,MRI Scanner,Medical
asset_5812,Laptop,IT
asset_5813,Server,IT
asset_5814,Server,IT
asset_5815,PC,IT
asset_5816,PC,IT
asset_5817,MRI Scanner,Medical
asset_5818,PC,IT
asset_5819,Laptop,IT
asset_5820,Laptop,IT
asset_5821,Server,IT
asset_5822,Laptop,IT
asset_5823,Server,IT
asset_5824,Laptop,IT
asset_5825,Laptop,IT
asset_5826,Infusion Pump,Medical
asset_5827,PC,IT
asset_5828,Server,IT
asset_5829,Laptop,IT
asset_5830,PC,IT
asset_5831,Server,IT
asset_5832,PC,IT
asset_5833,PC,IT
asset_5834,Laptop,IT
asset_5835,Infusion Pump,Medical
asset_5836,ECG,Medical
asset_5837,Laptop,IT
asset_5838,Infusion Pump,Medical
asset_5839,MRI Scanner,Medical
asset_5840,PC,IT
asset_5841,Laptop,IT
asset_5842,Server,IT
asset_5843,PC,IT
asset_5844,PC,IT
asset_5845,MRI Scanner,Medical
asset_5846,Laptop,IT
asset_5847,PC,IT
asset_5848,MRI Scanner,Medical
asset_5849,Server,IT
asset_5850,PC,IT
asset_5851,Infusion Pump,Medical
asset_5852,Laptop,IT
asset_5853,Laptop,IT
asset_5854,Laptop,IT
asset_5855,Server,IT
asset_5856,Server,IT
asset_5857,PC,IT
asset_5858,PC,IT
asset_5859,Laptop,IT
asset_5860,Infusion Pump,Medical
asset_5861,Laptop,IT
asset_5862,PC,IT
asset_5863,Server,IT
asset_5864,Laptop,IT
asset_5865,MRI Scanner,Medical
asset_5866,MRI Scanner,Medical
asset_5867,Laptop,IT
asset_5868,PC,IT
asset_5869,ECG,Medical
asset_5870,Server,IT
asset_5871,PC,IT
asset_5872,MRI Scanner,Medical
asset_5873,Laptop,IT
asset_5874,Infusion Pump,Medical
asset_5875,Infusion Pump,Medical
asset_5876,PC,IT
asset_5877,MRI Scanner,Medical
asset_5878,MRI Scanner,Medical
asset_5879,ECG,Medical
asset_5880,PC,IT
asset_5881,PC,IT
asset_5882,Server,IT
asset_5883,Laptop,IT
asset_5884,MRI Scanner,Medical
asset_5885,Infusion Pump,Medical
asset_5886,Laptop,IT
asset_5887,Server,IT
asset_5888,MRI Scanner,Medical
asset_5889,PC,IT
asset_5890,Laptop,IT
asset_5891,Laptop,IT
asset_5892,PC,IT
asset_5893,PC,IT
asset_5894,MRI Scanner,Medical
asset_5895,Laptop,IT
asset_5896,Infusion Pump,Medical
asset_5897,Server,IT
asset_5898,Infusion Pump,Medical
asset_5899,Server,IT
asset_5900,Server,IT
asset_5901,Laptop,IT
asset_5902,Laptop,IT
asset_5903,Infusion Pump,Medical
asset_5904,PC,IT
asset_5905,PC,IT
asset_5906,Infusion Pump,Medical
asset_5907,PC,IT
asset_5908,MRI Scanner,Medical
asset_5909,Server,IT
asset_5910,PC,IT
asset_5911,PC,IT
asset_5912,Infusion Pump,Medical
asset_5913,Laptop,IT
asset_5914,Server,IT
asset_5915,Laptop,IT
asset_5916,Infusion Pump,Medical
asset_5917,PC,IT
asset_5918,PC,IT
asset_5919,Laptop,IT
asset_5920,Server,IT
asset_5921,Laptop,IT
asset_5922,Laptop,IT
asset_5923,PC,IT
asset_5924,PC,IT
asset_5925,MRI Scanner,Medical
asset_5926,PC,IT
asset_5927,Laptop,IT
asset_5928,Laptop,IT
asset_5929,PC,IT
asset_5930,Server,IT
asset_5931,Server,IT
asset_5932,PC,IT
asset_5933,Infusion Pump,Medical
asset_5934,Server,IT
asset_5935,Laptop,IT
asset_5936,Laptop,IT
asset_5937,MRI Scanner,Medical
asset_5938,PC,IT
asset_5939,Laptop,IT
asset_5940,Laptop,IT
asset_5941,PC,IT
asset_5942,Laptop,IT
asset_5943,Server,IT
asset_5944,PC,IT
asset_5945,PC,IT
asset_5946,PC,IT
asset_5947,Laptop,IT
asset_5948,Infusion Pump,Medical
asset_5949,Server,IT
asset_5950,Laptop,IT
asset_5951,Infusion Pump,Medical
asset_5952,Laptop,IT
asset_5953,MRI Scanner,Medical
asset_5954,Laptop,IT
asset_5955,Server,IT
asset_5956,Laptop,IT
asset_5957,ECG,Medical
asset_5958,Laptop,IT
asset_5959,Laptop,IT
asset_5960,Laptop,IT
asset_5961,MRI Scanner,Medical
asset_5962,Laptop,IT
asset_5963,Laptop,IT
asset_5964,Server,IT
asset_5965,Laptop,IT
asset_5966,Laptop,IT
asset_5967,Server,IT
asset_5968,PC,IT
asset_5969,PC,IT
asset_5970,MRI Scanner,Medical
asset_5971,PC,IT
asset_5972,Laptop,IT
asset_5973,ECG,Medical
asset_5974,Server,IT
asset_5975,Server,IT
asset_5976,Server,IT
asset_5977,Laptop,IT
asset_5978,MRI Scanner,Medical
asset_5979,Laptop,IT
asset_5980,Laptop,IT
asset_5981,MRI Scanner,Medical
asset_5982,Laptop,IT
asset_5983,Laptop,IT
asset_5984,MRI Scanner,Medical
asset_5985,PC,IT
asset_5986,ECG,Medical
asset_5987,Laptop,IT
asset_5988,Server,IT
asset_5989,Infusion Pump,Medical
asset_5990,Server,IT
asset_5991,Server,IT
asset_5992,MRI Scanner,Medical
asset_5993,ECG,Medical
asset_5994,Laptop,IT
asset_5995,Infusion Pump,Medical
asset_5996,PC,IT
asset_5997,Server,IT
asset_5998,PC,IT
asset_5999,Server,IT
asset_6000,Laptop,IT
asset_6001,Infusion Pump,Medical
asset_6002,Infusion Pump,Medical
asset_6003,Server,IT
asset_6004,ECG,Medical
asset_6005,Server,IT
asset_6006,MRI Scanner,Medical
asset_6007,Laptop,IT
asset_6008,Laptop,IT
asset_6009,PC,IT
asset_6010,PC,IT
asset_6011,PC,IT
asset_6012,PC,IT
asset_6013,Infusion Pump,Medical
asset_6014,Laptop,IT
asset_6015,Laptop,IT
asset_6016,PC,IT
asset_6017,Server,IT
asset_6018,Laptop,IT
asset_6019,PC,IT
asset_6020,PC,IT
asset_6021,Server,IT
asset_6022,ECG,Medical
asset_6023,Laptop,IT
asset_6024,Server,IT
asset_6025,PC,IT
asset_6026,Laptop,IT
asset_6027,Laptop,IT
asset_6028,ECG,Medical
asset_6029,Laptop,IT
asset_6030,Laptop,IT
asset_6031,PC,IT
asset_6032,Infusion Pump,Medical
asset_6033,Server,IT
asset_6034,Server,IT
asset_6035,PC,IT
asset_6036,Laptop,IT
asset_6037,PC,IT
asset_6038,Server,IT
asset_6039,PC,IT
asset_6040,Laptop,IT
asset_6041,Server,IT
asset_6042,PC,IT
asset_6043,Infusion Pump,Medical
asset_6044,Server,IT
asset_6045,Laptop,IT
asset_6046,Laptop,IT
asset_6047,Server,IT
asset_6048,Server,IT
asset_6049,MRI Scanner,Medical
asset_6050,Laptop,IT
asset_6051,Laptop,IT
asset_6052,Laptop,IT
asset_6053,ECG,Medical
asset_6054,Infusion Pump,Medical
asset_6055,Server,IT
asset_6056,PC,IT
asset_6057,ECG,Medical
asset_6058,Laptop,IT
asset_6059,Laptop,IT
asset_6060,Server,IT
asset_6061,ECG,Medical
asset_6062,ECG,Medical
asset_6063,ECG,Medical
asset_6064,PC,IT
asset_6065,PC,IT
asset_6066,Laptop,IT
asset_6067,Server,IT
asset_6068,Infusion Pump,Medical
asset_6069,Server,IT
asset_6070,MRI Scanner,Medical
asset_6071,PC,IT
asset_6072,Server,IT
asset_6073,Laptop,IT
asset_6074,Server,IT
asset_6075,Server,IT
asset_6076,PC,IT
asset_6077,Server,IT
asset_6078,Laptop,IT
asset_6079,Server,IT
asset_6080,Server,IT
asset_6081,Server,IT
asset_6082,PC,IT
asset_6083,PC,IT
asset_6084,Server,IT
asset_6085,Server,IT
asset_6086,Server,IT
asset_6087,Server,IT
asset_6088,MRI Scanner,Medical
asset_6089,Infusion Pump,Medical
asset_6090,Laptop,IT
asset_6091,PC,IT
asset_6092,PC,IT
asset_6093,Server,IT
asset_6094,PC,IT
asset_6095,Server,IT
asset_6096,PC,IT
asset_6097,PC,IT
asset_6098,PC,IT
