connection_type,ip,mac,device_id,category,sub_category,manufacturer,type,model,serial_number,os,sw_fw_version,hw_version,vlan,connector_device_id,ap_name,ap_location,risk_score_points,risk_score
Wireless Connection,10.6.74.10,08:09:0B:2E:E9:44,CQPDIUHKXR,IoT,Mobile Devices,Apple,Smartphone,iPhone 7,N/A,iOS,N/A,N/A,970,N/A,AL45867055,albany > Building 5 > Floor 2,68,High
Wireless Connection,10.6.73.29,08:09:0B:02:09:72,CQPDIUHLHM,IoT,Mobile Devices,Apple,Smartphone,iPhone 5,N/A,iOS,N/A,N/A,970,N/A,CL58172811,clinton > Building 1 > Floor 2,66,High
Wireless Connection,10.6.72.63,08:09:0B:FA:D4:3F,CQPDIUHLRH,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,AL65872967,albany > Building 5 > Floor 2,40,Very Low
Wireless Connection,10.6.71.93,08:09:0B:BC:8A:9E,CQPDIUHMBC,IoT,Mobile Devices,Apple,Smartphone,iPhone 7 Plus,N/A,iOS,N/A,N/A,970,N/A,BR30646105,bronx > Building 4 > Floor 1,70,Critical
Wireless Connection,10.6.91.250,08:09:0B:50:5F:C5,CQPDIUHMLV,IoT,Mobile Devices,Apple,Smartphone,iPhone X,N/A,iOS,N/A,N/A,970,N/A,WA12171267,washington > Building 2 > Floor 4,51,Medium
Wireless Connection,10.6.91.26,08:09:0B:18:AE:F3,CQPDIUHMVQ,IoT,Mobile Devices,Apple,Smartphone,iPhone 3G,N/A,iOS,N/A,N/A,970,N/A,AL83006277,albany > Building 2 > Floor 5,54,Medium
Wireless Connection,10.6.90.51,08:09:0B:F0:73:43,CQPDIUHNFL,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,BR12159845,bronx > Building 6 > Floor 9,54,Medium
Wireless Connection,10.6.89.82,08:09:0B:BB:97:AC,CQPDIUHNPG,IoT,Mobile Devices,Apple,Smartphone,iPhone 5c,N/A,iOS,N/A,N/A,970,N/A,CL13127548,clinton > Building 5 > Floor 3,36,Very Low
Wireless Connection,10.6.95.169,08:09:0B:BE:EC:C4,CQPDIUHNZJ,IoT,Mobile Devices,Apple,Smartphone,iPhone 6s,N/A,iOS,N/A,N/A,970,N/A,CL40114309,clinton > Building 1 > Floor 7,50,Medium
Wireless Connection,10.6.92.238,08:09:0B:38:AF:22,CQPDIUHPCU,IoT,Mobile Devices,Apple,Smartphone,iPhone 5c,N/A,iOS,N/A,N/A,970,N/A,AL93687692,albany > Building 1 > Floor 5,35,Very Low
Wireless Connection,10.6.83.247,08:09:0B:00:10:20,CQPDIUHPWC,IoT,Mobile Devices,Apple,Smartphone,iPhone 6s Plus,N/A,iOS,N/A,N/A,970,N/A,AL61642804,albany > Building 4 > Floor 4,57,Medium
Wireless Connection,10.6.88.115,08:09:0B:F1:E3:C0,CQPDIUHQZV,IoT,Mobile Devices,Apple,Smartphone,iPhone 6 Plus,N/A,iOS,N/A,N/A,970,N/A,AL70098047,albany > Building 1 > Floor 4,33,Very Low
Wireless Connection,10.6.49.83,08:09:0B:0F:A7:BC,CQPDJAGMCA,IoT,Mobile Devices,Apple,Smartphone,iPhone X,N/A,iOS,N/A,N/A,970,N/A,CL28250669,clinton > Building 2 > Floor 5,30,Very Low
Wireless Connection,10.6.48.112,08:09:0B:8A:51:60,CQPDJAGMLX,IoT,Mobile Devices,Apple,Smartphone,iPhone 6s Plus,N/A,iOS,N/A,N/A,970,N/A,CL29574135,clinton > Building 1 > Floor 6,59,Medium
Wireless Connection,10.6.47.143,08:09:0B:D5:93:90,CQPDJAGMVU,IoT,Mobile Devices,Apple,Smartphone,iPhone SE,N/A,iOS,N/A,N/A,970,N/A,WA26129737,washington > Building 3 > Floor 3,71,Critical
Wireless Connection,10.6.53.3,08:09:0B:B6:B5:80,CQPDJAGNPG,IoT,Mobile Devices,Apple,Smartphone,iPhone SE,N/A,iOS,N/A,N/A,970,N/A,CL14635300,clinton > Building 6 > Floor 3,50,Medium
Wireless Connection,10.6.52.15,08:09:0B:17:34:10,CQPDJAGNZD,IoT,Mobile Devices,Apple,Smartphone,iPhone 8,N/A,iOS,N/A,N/A,970,N/A,CL28284919,clinton > Building 2 > Floor 5,58,Medium
Wireless Connection,10.6.51.35,08:09:0B:A2:FF:EB,CQPDJAGOJA,IoT,Mobile Devices,Apple,Smartphone,iPhone 6s,N/A,iOS,N/A,N/A,970,N/A,WA29282503,washington > Building 1 > Floor 7,37,Very Low
Wireless Connection,10.6.50.56,08:09:0B:20:8D:AD,CQPDJAGOSX,IoT,Mobile Devices,Apple,Smartphone,iPhone X,N/A,iOS,N/A,N/A,970,N/A,AL56984643,albany > Building 1 > Floor 1,65,High
Wireless Connection,10.6.45.183,11:F0:0B:E3:52:29,CQPDJAGQQI,IoT,Mobile Devices,Samsung,Smartphone,Galaxy S9,N/A,Android,N/A,N/A,970,N/A,CO01883031,columbia > Building 2 > Floor 9,78,Critical
Wireless Connection,10.6.44.211,11:F0:0B:07:AF:2B,CQPDJAGRAF,IoT,Mobile Devices,Samsung,Smartphone,Galaxy S8,N/A,Android,N/A,N/A,970,N/A,WA81796654,washington > Building 4 > Floor 3,65,High
Wireless Connection,10.6.63.224,08:09:0B:47:77:81,CQPDJAGSCY,IoT,Mobile Devices,Apple,Smartphone,iPhone 4S,N/A,iOS,N/A,N/A,970,N/A,CO86413640,columbia > Building 6 > Floor 7,66,High
Wireless Connection,10.6.62.241,08:09:0B:59:D4:A7,CQPDJAGSMV,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,CO23883775,columbia > Building 2 > Floor 5,57,Medium
Wireless Connection,10.6.62.18,08:09:0B:E8:7F:8E,CQPDJAGSWS,IoT,Mobile Devices,Apple,Smartphone,iPhone 3G,N/A,iOS,N/A,N/A,970,N/A,WA38248972,washington > Building 3 > Floor 4,50,Medium
Wireless Connection,10.6.61.46,08:09:0B:5B:9B:1C,CQPDJAGTGP,IoT,Mobile Devices,Apple,Smartphone,iPhone 5,N/A,iOS,N/A,N/A,970,N/A,BR50115482,bronx > Building 6 > Floor 9,35,Very Low
Wireless Connection,10.6.67.126,08:09:0B:23:8E:15,CQPDJAGTQE,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,AL93172015,albany > Building 3 > Floor 3,48,Medium
Wireless Connection,10.6.66.153,08:09:0B:D2:B1:C3,CQPDJAGUAB,IoT,Mobile Devices,Apple,Smartphone,iPhone Xs,N/A,iOS,N/A,N/A,970,N/A,CL86469860,clinton > Building 5 > Floor 6,62,High
Wireless Connection,10.6.65.178,08:09:0B:24:35:4C,CQPDJAGUJY,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,CL10581664,clinton > Building 6 > Floor 3,54,Medium
Wireless Connection,10.6.64.200,08:09:0B:BA:B5:01,CQPDJAGUTV,IoT,Mobile Devices,Apple,Smartphone,iPhone 4S,N/A,iOS,N/A,N/A,970,N/A,AL22512156,albany > Building 5 > Floor 2,41,Very Low
Wireless Connection,10.6.56.163,08:09:0B:62:55:47,CQPDJAGVEA,IoT,Mobile Devices,Apple,Smartphone,iPhone 6s Plus,N/A,iOS,N/A,N/A,970,N/A,CO64020905,columbia > Building 3 > Floor 6,39,Very Low
Wireless Connection,10.6.55.180,08:09:0B:44:82:72,CQPDJAGVNX,IoT,Mobile Devices,Apple,Smartphone,iPhone X,N/A,iOS,N/A,N/A,970,N/A,CL01375837,clinton > Building 1 > Floor 9,36,Very Low
Wireless Connection,10.6.53.224,08:09:0B:EF:AD:8E,CQPDJAGWHR,IoT,Mobile Devices,Apple,Smartphone,iPhone 8,N/A,iOS,N/A,N/A,970,N/A,BR84223200,bronx > Building 5 > Floor 8,46,Medium
Wireless Connection,10.6.59.77,08:09:0B:1F:92:8D,CQPDJAGXBD,IoT,Mobile Devices,Apple,Smartphone,iPhone 7 Plus,N/A,iOS,N/A,N/A,970,N/A,AL00894497,albany > Building 5 > Floor 8,36,Very Low
Wireless Connection,10.6.58.106,08:09:0B:25:9D:2B,CQPDJAGXLA,IoT,Mobile Devices,Apple,Smartphone,iPhone 6s Plus,N/A,iOS,N/A,N/A,970,N/A,BR08879741,bronx > Building 6 > Floor 3,50,Medium
Wireless Connection,10.6.57.134,08:09:0B:57:1F:33,CQPDJAGXUX,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,BR09879253,bronx > Building 5 > Floor 2,39,Very Low
Ethernet Connection,10.6.44.44,00:09:5C:CB:8B:B4,CQPDJAGZHN,Medical,Patient Devices,Philips,Patient Monitor,IntelliVue MX550,N/A,Proprietary Philips RTOS,J.3,N/A,970,N/A,N/A,N/A,69,High
Wireless Connection,10.6.97.145,4C:56:9D:95:7B:42,CQPDKFDGLD,IoT,Mobile Devices,Apple,Tablet,iPad Pro 12.9,N/A,iOS,N/A,N/A,970,N/A,CL09308755,clinton > Building 4 > Floor 5,76,Critical
Wireless Connection,10.6.79.116,08:09:0B:EA:83:4C,CQPDKFDOBT,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,AL59883070,albany > Building 3 > Floor 3,56,Medium
Wireless Connection,10.6.81.56,08:09:0B:67:D5:20,CQPDKFDOVN,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,BR96533754,bronx > Building 4 > Floor 6,62,High
Wireless Connection,10.6.76.187,08:09:0B:EF:AC:57,CQPDKFDPYW,IoT,Mobile Devices,Apple,Smartphone,iPhone 5,N/A,iOS,N/A,N/A,970,N/A,CL26695882,clinton > Building 2 > Floor 5,63,High
Wireless Connection,10.6.77.165,08:09:0B:7A:41:75,CQPDKFDQIT,IoT,Mobile Devices,Apple,Smartphone,iPhone 7,N/A,iOS,N/A,N/A,970,N/A,CO79827578,columbia > Building 1 > Floor 1,38,Very Low
Wireless Connection,10.6.71.88,08:09:0B:C4:38:7D,CQPDKFDQSI,IoT,Mobile Devices,Apple,Smartphone,iPhone Xs Max,N/A,iOS,N/A,N/A,970,N/A,AL91708721,albany > Building 6 > Floor 6,73,Critical
Wireless Connection,10.6.74.9,08:09:0B:DF:3D:E1,CQPDKFDRVZ,IoT,Mobile Devices,Apple,Smartphone,iPhone 3G,N/A,iOS,N/A,N/A,970,N/A,CO10213298,columbia > Building 3 > Floor 8,48,Medium
Wireless Connection,10.6.67.186,08:09:0B:19:3A:18,CQPDKFDSFO,IoT,Mobile Devices,Apple,Smartphone,iPhone SE,N/A,iOS,N/A,N/A,970,N/A,WA03143626,washington > Building 5 > Floor 7,62,High
Wireless Connection,10.6.68.165,08:09:0B:33:F1:24,CQPDKFDSPL,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,WA74732731,washington > Building 4 > Floor 3,66,High
Wireless Connection,10.6.93.212,08:09:0B:06:85:25,CQPDKFDUDX,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,CL78340061,clinton > Building 5 > Floor 2,50,Medium
Wireless Connection,10.6.94.190,08:09:0B:3B:4A:20,CQPDKFDUNU,IoT,Mobile Devices,Apple,Smartphone,iPhone 4S,N/A,iOS,N/A,N/A,970,N/A,AL43169009,albany > Building 5 > Floor 2,32,Very Low
Wireless Connection,10.6.92.0,08:09:0B:AA:6E:96,CQPDKFDWKX,IoT,Mobile Devices,Apple,Smartphone,iPhone 6s Plus,N/A,iOS,N/A,N/A,970,N/A,CO35662760,columbia > Building 4 > Floor 6,62,High
Wireless Connection,10.6.85.193,08:09:0B:30:5C:58,CQPDKFDWUM,IoT,Mobile Devices,Apple,Smartphone,iPhone X,N/A,iOS,N/A,N/A,970,N/A,BR04878663,bronx > Building 2 > Floor 3,47,Medium
Wireless Connection,10.6.87.139,08:09:0B:E3:2D:D0,CQPDKFDXOG,IoT,Mobile Devices,Apple,Smartphone,iPhone 6 Plus,N/A,iOS,N/A,N/A,970,N/A,CL27825084,clinton > Building 3 > Floor 1,75,Critical
Wireless Connection,10.6.82.56,08:09:0B:AB:52:43,CQPDKFDYHS,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,CL32949715,clinton > Building 5 > Floor 1,64,High
Wireless Connection,10.6.83.32,08:09:0B:59:EB:25,CQPDKFDYRP,IoT,Mobile Devices,Apple,Smartphone,iPhone 8,N/A,iOS,N/A,N/A,970,N/A,CL02686771,clinton > Building 1 > Floor 2,46,Medium
Wireless Connection,10.6.83.252,08:09:0B:72:44:D7,CQPDKFDZBM,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,CL41641739,clinton > Building 4 > Floor 7,32,Very Low
Wireless Connection,10.6.84.222,08:09:0B:3A:A2:F2,CQPDKFDZLJ,IoT,Mobile Devices,Apple,Smartphone,iPhone XR,N/A,iOS,N/A,N/A,970,N/A,BR27306238,bronx > Building 6 > Floor 9,46,Medium
Wireless Connection,10.6.50.63,08:09:0B:DD:D5:5B,CQPDKKVHMX,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,BR11848037,bronx > Building 6 > Floor 8,32,Very Low
Wireless Connection,10.6.52.18,08:09:0B:0A:5B:18,CQPDKKVIGN,IoT,Mobile Devices,Apple,Smartphone,iPhone Xs,N/A,iOS,N/A,N/A,970,N/A,WA66180189,washington > Building 2 > Floor 1,36,Very Low
Wireless Connection,10.6.47.140,08:09:0B:7A:B3:6C,CQPDKKVJKG,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,CO89651859,columbia > Building 6 > Floor 4,80,Critical
Wireless Connection,10.6.49.76,08:09:0B:D6:D8:EC,CQPDKKVKDW,IoT,Mobile Devices,Apple,Smartphone,iPhone XR,N/A,iOS,N/A,N/A,970,N/A,AL89631426,albany > Building 3 > Floor 5,54,Medium
Wireless Connection,10.6.45.184,11:F0:0B:27:21:01,CQPDKKVLRK,IoT,Mobile Devices,Samsung,Smartphone,Galaxy Note 8,N/A,Android,N/A,N/A,970,N/A,WA40367866,washington > Building 6 > Floor 9,80,Critical
Wireless Connection,10.6.64.206,08:09:0B:58:4B:8C,CQPDKKVNNV,IoT,Mobile Devices,Apple,Smartphone,iPhone 5c,N/A,iOS,N/A,N/A,970,N/A,CL42166150,clinton > Building 4 > Floor 7,42,Very Low
Wireless Connection,10.6.65.183,08:09:0B:E7:B9:CF,CQPDKKVNXQ,IoT,Mobile Devices,Apple,Smartphone,iPhone X,N/A,iOS,N/A,N/A,970,N/A,AL65576380,albany > Building 2 > Floor 1,41,Very Low
Wireless Connection,10.6.66.155,08:09:0B:F8:CC:FE,CQPDKKVOHL,IoT,Mobile Devices,Apple,Smartphone,iPhone 6s,N/A,iOS,N/A,N/A,970,N/A,WA36014170,washington > Building 3 > Floor 8,30,Very Low
Wireless Connection,10.6.61.45,08:09:0B:42:21:32,CQPDKKVPBJ,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,BR92153567,bronx > Building 4 > Floor 5,36,Very Low
Wireless Connection,10.6.62.15,08:09:0B:6C:26:C6,CQPDKKVPLE,IoT,Mobile Devices,Apple,Smartphone,iPhone X,N/A,iOS,N/A,N/A,970,N/A,WA11965816,washington > Building 5 > Floor 9,75,Critical
Wireless Connection,10.6.62.237,08:09:0B:14:1C:71,CQPDKKVPUZ,IoT,Mobile Devices,Apple,Smartphone,iPhone 6,N/A,iOS,N/A,N/A,970,N/A,WA67034499,washington > Building 2 > Floor 4,40,Very Low
Wireless Connection,10.6.57.140,08:09:0B:95:07:03,CQPDKKVQOX,IoT,Mobile Devices,Apple,Smartphone,iPhone 6 Plus,N/A,iOS,N/A,N/A,970,N/A,AL60763670,albany > Building 5 > Floor 8,73,Critical
Wireless Connection,10.6.58.111,08:09:0B:AB:A5:CE,CQPDKKVQYS,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,BR25655984,bronx > Building 6 > Floor 2,64,High
Wireless Connection,10.6.59.80,08:09:0B:19:BF:B7,CQPDKKVRIN,IoT,Mobile Devices,Apple,Smartphone,iPhone 8,N/A,iOS,N/A,N/A,970,N/A,AL88841027,albany > Building 1 > Floor 6,44,Very Low
Wireless Connection,10.6.60.63,08:09:0B:04:CB:75,CQPDKKVRSI,IoT,Mobile Devices,Apple,Smartphone,iPhone 4S,N/A,iOS,N/A,N/A,970,N/A,WA21024485,washington > Building 2 > Floor 4,45,Medium
Wireless Connection,10.6.53.223,08:09:0B:0A:5D:66,CQPDKKVSCL,IoT,Mobile Devices,Apple,Smartphone,iPhone 8,N/A,iOS,N/A,N/A,970,N/A,WA03037415,washington > Building 5 > Floor 5,79,Critical
Wireless Connection,10.6.55.175,08:09:0B:3D:9D:A2,CQPDKKVSWB,IoT,Mobile Devices,Apple,Smartphone,iPhone XR,N/A,iOS,N/A,N/A,970,N/A,CL72028525,clinton > Building 2 > Floor 9,52,Medium
Ethernet Connection,10.6.44.43,00:09:5C:AB:6A:E6,CQPDKKVVCH,Medical,Patient Devices,Philips,Patient Monitor,IntelliVue MX400,N/A,Proprietary Philips RTOS,J.3,N/A,970,N/A,N/A,N/A,50,Medium
Wireless Connection,10.6.96.168,08:09:0B:F9:FA:76,CQPDLPZNTG,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,CO33893782,columbia > Building 3 > Floor 6,50,Medium
Wireless Connection,10.6.99.115,4C:56:9D:FA:ED:38,CQPDLPZODF,IoT,Mobile Devices,Apple,Tablet,iPad Air,N/A,iOS,N/A,N/A,970,N/A,CO31268121,columbia > Building 2 > Floor 7,61,High
Wireless Connection,10.6.98.121,10:94:BB:C7:4C:01,CQPDLPZONA,IT,Computers,Apple,Laptop,MacBook Pro,N/A,MacOS 10.14,N/A,N/A,970,N/A,WA11491587,washington > Building 4 > Floor 4,64,High
Wireless Connection,10.6.78.139,08:09:0B:6E:84:82,CQPDLPZVJW,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,WA55608727,washington > Building 2 > Floor 2,58,Medium
Wireless Connection,10.6.74.233,08:09:0B:3B:7E:89,CQPDLPZWXC,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,AL44705822,albany > Building 3 > Floor 5,46,Medium
Wireless Connection,10.6.72.57,08:09:0B:11:6F:4A,CQPDLPZYAN,IoT,Mobile Devices,Apple,Smartphone,iPhone 5,N/A,iOS,N/A,N/A,970,N/A,BR72315434,bronx > Building 5 > Floor 5,40,Very Low
Wireless Connection,10.6.73.27,08:09:0B:7D:92:F7,CQPDLPZZEC,IoT,Mobile Devices,Apple,Smartphone,iPhone 5c,N/A,iOS,N/A,N/A,970,N/A,AL14692527,albany > Building 6 > Floor 6,69,High
Wireless Connection,10.6.68.164,08:09:0B:46:48:E2,CQPDLPZZNT,IoT,Mobile Devices,Apple,Smartphone,iPhone 5,N/A,iOS,N/A,N/A,970,N/A,CL49547266,clinton > Building 6 > Floor 9,30,Very Low
Wireless Connection,10.6.67.187,08:09:0B:81:4D:39,CQPDLPZZXO,IoT,Mobile Devices,Apple,Smartphone,iPhone 6s Plus,N/A,iOS,N/A,N/A,970,N/A,CL24633933,clinton > Building 1 > Floor 1,76,Critical
Wireless Connection,10.6.70.115,08:09:0B:BB:C3:86,CQPDLQAAHN,IoT,Mobile Devices,Apple,Smartphone,iPhone 3G,N/A,iOS,N/A,N/A,970,N/A,BR60882055,bronx > Building 4 > Floor 5,72,Critical
Wireless Connection,10.6.93.211,08:09:0B:50:AB:F1,CQPDLQABCF,IoT,Mobile Devices,Apple,Smartphone,iPhone 8,N/A,iOS,N/A,N/A,970,N/A,WA65633510,washington > Building 6 > Floor 6,41,Very Low
Wireless Connection,10.6.95.168,08:09:0B:6A:EA:8F,CQPDLQABVZ,IoT,Mobile Devices,Apple,Smartphone,iPhone 3G,N/A,iOS,N/A,N/A,970,N/A,CL22166919,clinton > Building 5 > Floor 8,58,Medium
Wireless Connection,10.6.94.191,08:09:0B:9E:6F:E9,CQPDLQACFU,IoT,Mobile Devices,Apple,Smartphone,iPhone 3GS,N/A,iOS,N/A,N/A,970,N/A,CL93885202,clinton > Building 6 > Floor 1,41,Very Low
Wireless Connection,10.6.91.31,08:09:0B:38:4E:14,CQPDLQADTA,IoT,Mobile Devices,Apple,Smartphone,iPhone X,N/A,iOS,N/A,N/A,970,N/A,WA03670946,washington > Building 3 > Floor 3,56,Medium
Wireless Connection,10.6.88.113,08:09:0B:11:30:35,CQPDLQAEWL,IoT,Mobile Devices,Apple,Smartphone,iPhone 3G,N/A,iOS,N/A,N/A,970,N/A,BR00174127,bronx > Building 6 > Floor 6,65,High
Wireless Connection,10.6.83.31,08:09:0B:ED:7F:8C,CQPDLQAFPX,IoT,Mobile Devices,Apple,Smartphone,iPhone 7 Plus,N/A,iOS,N/A,N/A,970,N/A,BR69670018,bronx > Building 6 > Floor 9,49,Medium
Wireless Connection,10.6.82.57,08:09:0B:A2:3D:DE,CQPDLQAFZS,IoT,Mobile Devices,Apple,Smartphone,iPhone 7,N/A,iOS,N/A,N/A,970,N/A,AL80779990,albany > Building 5 > Floor 2,58,Medium
Wireless Connection,10.6.84.221,08:09:0B:DD:90:95,CQPDLQAGJR,IoT,Mobile Devices,Apple,Smartphone,iPhone 7 Plus,N/A,iOS,N/A,N/A,970,N/A,WA79003210,washington > Building 3 > Floor 6,61,High
Wireless Connection,10.6.51.40,08:09:0B:60:D4:06,CQPDLVKCXU,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,BR64217764,bronx > Building 4 > Floor 4,67,High
Wireless Connection,10.6.50.62,08:09:0B:10:06:3E,CQPDLVKDHR,IoT,Mobile Devices,Apple,Smartphone,iPhone 6s,N/A,iOS,N/A,N/A,970,N/A,CO60529667,columbia > Building 5 > Floor 9,73,Critical
Wireless Connection,10.6.52.17,08:09:0B:B7:E0:51,CQPDLVKEBH,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,AL06904666,albany > Building 6 > Floor 7,55,Medium
Wireless Connection,10.6.47.141,08:09:0B:3B:CD:8C,CQPDLVKELI,IoT,Mobile Devices,Apple,Smartphone,iPhone 7,N/A,iOS,N/A,N/A,970,N/A,BR01036306,bronx > Building 5 > Floor 2,64,High
Wireless Connection,10.6.48.107,08:09:0B:C3:42:6A,CQPDLVKFOV,IoT,Mobile Devices,Apple,Smartphone,iPhone 3G,N/A,iOS,N/A,N/A,970,N/A,AL43362725,albany > Building 4 > Floor 6,75,Critical
Wireless Connection,10.6.44.213,11:F0:0B:03:48:B7,CQPDLVKHCJ,IoT,Mobile Devices,Samsung,Smartphone,Galaxy S9,N/A,Android,N/A,N/A,970,N/A,AL05776156,albany > Building 2 > Floor 3,78,Critical
Wireless Connection,10.6.65.184,08:09:0B:DE:BA:22,CQPDLVKIYS,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,WA54220400,washington > Building 5 > Floor 5,63,High
Wireless Connection,10.6.64.205,08:09:0B:83:DB:28,CQPDLVKJIP,IoT,Mobile Devices,Apple,Smartphone,iPhone,N/A,iOS,N/A,N/A,970,N/A,CL03157835,clinton > Building 1 > Floor 2,31,Very Low
Wireless Connection,10.6.67.128,08:09:0B:42:17:C4,CQPDLVKJSI,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,WA51589619,washington > Building 6 > Floor 9,65,High
Wireless Connection,10.6.66.154,08:09:0B:6E:46:BB,CQPDLVKKCF,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,AL87505557,albany > Building 1 > Floor 2,57,Medium
Wireless Connection,10.6.62.16,08:09:0B:C0:41:C8,CQPDLVKKMG,IoT,Mobile Devices,Apple,Smartphone,iPhone 6,N/A,iOS,N/A,N/A,970,N/A,CL81863795,clinton > Building 1 > Floor 5,33,Very Low
Wireless Connection,10.6.63.218,08:09:0B:67:7F:6C,CQPDLVKLFW,IoT,Mobile Devices,Apple,Smartphone,iPhone 7,N/A,iOS,N/A,N/A,970,N/A,BR84732454,bronx > Building 6 > Floor 6,61,High
Wireless Connection,10.6.57.139,08:09:0B:C2:94:C2,CQPDLVKMJR,IoT,Mobile Devices,Apple,Smartphone,iPhone 5,N/A,iOS,N/A,N/A,970,N/A,CL56124742,clinton > Building 3 > Floor 3,68,High
Wireless Connection,10.6.60.64,08:09:0B:4E:48:CF,CQPDLVKMTK,IoT,Mobile Devices,Apple,Smartphone,iPhone 5c,N/A,iOS,N/A,N/A,970,N/A,CL18673148,clinton > Building 3 > Floor 3,31,Very Low
Wireless Connection,10.6.54.197,08:09:0B:88:A2:D7,CQPDLVKNNI,IoT,Mobile Devices,Apple,Smartphone,iPhone 6 Plus,N/A,iOS,N/A,N/A,970,N/A,AL48186844,albany > Building 4 > Floor 5,80,Critical
Wireless Connection,10.6.53.222,08:09:0B:B3:A2:F6,CQPDLVKNXF,IoT,Mobile Devices,Apple,Smartphone,iPhone 5c,N/A,iOS,N/A,N/A,970,N/A,BR55232903,bronx > Building 2 > Floor 3,70,Critical
Wireless Connection,10.6.56.157,08:09:0B:D8:9F:BA,CQPDLVKOGY,IoT,Mobile Devices,Apple,Smartphone,iPhone 7 Plus,N/A,iOS,N/A,N/A,970,N/A,BR29009310,bronx > Building 2 > Floor 2,64,High
Ethernet Connection,10.6.44.42,00:09:5C:BC:80:B0,CQPDLVKQXB,Medical,Patient Devices,Philips,Patient Monitor,IntelliVue MX550,N/A,Proprietary Philips RTOS,J.3,N/A,970,N/A,N/A,N/A,66,High
Wireless Connection,10.6.98.118,4C:56:9D:90:A3:23,CQPDNAVURQ,IoT,Mobile Devices,Apple,Tablet,iPad mini 2,N/A,iOS,N/A,N/A,970,N/A,BR18391827,bronx > Building 1 > Floor 8,54,Medium
Wireless Connection,10.6.96.169,08:09:0B:3D:0C:63,CQPDNAVVLG,IoT,Mobile Devices,Apple,Smartphone,iPhone SE,N/A,iOS,N/A,N/A,970,N/A,WA87305795,washington > Building 4 > Floor 3,57,Medium
Wireless Connection,10.6.97.147,4C:56:9D:6B:07:F4,CQPDNAVVVD,IoT,Mobile Devices,Apple,Tablet,iPad Air 2,N/A,iOS,N/A,N/A,970,N/A,BR50539332,bronx > Building 5 > Floor 3,33,Very Low
Wireless Connection,10.6.81.54,08:09:0B:BF:14:93,CQPDNAWCSD,IoT,Mobile Devices,Apple,Smartphone,iPhone 6 Plus,N/A,iOS,N/A,N/A,970,N/A,BR71560040,bronx > Building 6 > Floor 6,49,Medium
Wireless Connection,10.6.74.234,08:09:0B:FA:E8:0C,CQPDNAWEPC,IoT,Mobile Devices,Apple,Smartphone,iPhone 5c,N/A,iOS,N/A,N/A,970,N/A,CO33017011,columbia > Building 1 > Floor 1,63,High
Wireless Connection,10.6.75.214,08:09:0B:01:EE:8C,CQPDNAWEYZ,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,CO92732365,columbia > Building 1 > Floor 3,48,Medium
